ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/sig/ont/fma/FMAID,http://purl.org/sig/ont/fma/preferred_name,http://purl.org/sig/ont/fma/synonym,http://www.w3.org/2002/07/owl#disjointWith,http://purl.org/sig/ont/fma/Talairach,http://purl.org/sig/ont/fma/non-English_equivalent,http://purl.org/sig/ont/fma/definition,http://www.w3.org/2000/01/rdf-schema#comment,http://purl.org/sig/ont/fma/EuProstate27,http://purl.org/sig/ont/fma/EuProstate16
fma,http://purl.org/sig/ont/fma/fma8949,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:joint_of_head_of_right_tenth_rib a owl:Class ;
    rdfs:label ""Joint of head of right tenth rib""@en ;
    ns1:FMAID 8949 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :cavity_of_joint_of_right_tenth_costal_head ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :articular_capsule_of_joint_of_head_of_right_tenth_rib ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :radiate_ligament_of_head_of_right_tenth_rib ],
        [ a owl:Restriction ;
            owl:onProperty :member_of ;
            owl:someValuesFrom :set_of_costovertebral_joints ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :articular_facet_of_head_of_right_tenth_rib ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :right_costal_facet_of_body_of_tenth_thoracic_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :member_of ;
            owl:someValuesFrom :set_of_joints_of_t10_t11_vertebrae ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :right_superior_costal_facet_of_body_of_tenth_thoracic_vertebra ],
        :joint_of_head_of_tenth_rib ;
    owl:disjointWith :joint_of_head_of_left_tenth_rib ;
    :preferred_name ""Joint of head of right tenth rib""^^xsd:string ;
    :synonym ""Joint of right tenth costal head""^^xsd:string,
        ""Right tenth costal head joint""^^xsd:string,
        ""Right tenth costovertebral joint""^^xsd:string .

","joint of head of right tenth rib is a type of a joint of head of tenth rib.
joint of head of right tenth rib is a type of at least constitutional part some a cavity of joint of right tenth costal head.
joint of head of right tenth rib is a type of at least constitutional part some a radiate ligament of head of right tenth rib.
joint of head of right tenth rib is a type of at least constitutional part some a right costal facet of body of tenth thoracic vertebra.
joint of head of right tenth rib is a type of at least constitutional part some a right superior costal facet of body of tenth thoracic vertebra.
joint of head of right tenth rib is a type of at least constitutional part some an articular capsule of joint of head of right tenth rib.
joint of head of right tenth rib is a type of at least constitutional part some an articular facet of head of right tenth rib.
joint of head of right tenth rib is a type of at least member of some a set of costovertebral joints.
joint of head of right tenth rib is a type of at least member of some a set of joints of t10 t11 vertebrae.
joint of head of right tenth rib is different from a joint of head of left tenth rib.
joint of head of right tenth rib preferred name a Joint of head of right tenth rib.
joint of head of right tenth rib synonym a Joint of right tenth costal head.
joint of head of right tenth rib synonym a Right tenth costal head joint.
joint of head of right tenth rib synonym a Right tenth costovertebral joint.","The joint of the head of the right 10th rib is a type of joint that has at least some constitutional parts, which include: a part of the cavity of the right 10th costal head, a radiate ligament of the head of the right 10th rib, a right costal facet of the body of the 10th thoracic vertebra, and a right superior costal facet of the body of the 10th thoracic vertebra. It is also part of an articular capsule and has an articular facet on the head of the right 10th rib. This joint is a member of the set of costovertebral joints and is distinct from the joint of the head of the left 10th rib.",llama3,14,15,9,41,9,1,9,8.0,8.0,1,1.0,3.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma72657,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:right_inferior_frontal_gyrus a owl:Class ;
    rdfs:label ""Right inferior frontal gyrus""@en ;
    ns1:FMAID 72657 ;
    ns1:Talairach ""187""^^xsd:string,
        ""229""^^xsd:string ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :triangular_part_of_right_inferior_frontal_gyrus ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :orbital_part_of_right_inferior_frontal_gyrus ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :superolateral_segment_of_right_frontal_lobe ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :gray_matter_of_right_inferior_frontal_gyrus ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :right_frontal_lobe ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :opercular_part_of_right_inferior_frontal_gyrus ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :white_matter_of_right_inferior_frontal_gyrus ],
        :inferior_frontal_gyrus ;
    owl:disjointWith :left_inferior_frontal_gyrus ;
    :preferred_name ""Right inferior frontal gyrus""^^xsd:string .

","right inferior frontal gyrus is a type of an inferior frontal gyrus.
right inferior frontal gyrus is a type of at least constitutional part some a gray matter of right inferior frontal gyrus.
right inferior frontal gyrus is a type of at least constitutional part some a white matter of right inferior frontal gyrus.
right inferior frontal gyrus is a type of at least regional part of some a right frontal lobe.
right inferior frontal gyrus is a type of at least regional part of some a superolateral segment of right frontal lobe.
right inferior frontal gyrus is a type of at least regional part some a triangular part of right inferior frontal gyrus.
right inferior frontal gyrus is a type of at least regional part some an opercular part of right inferior frontal gyrus.
right inferior frontal gyrus is a type of at least regional part some an orbital part of right inferior frontal gyrus.
right inferior frontal gyrus is different from a left inferior frontal gyrus.
right inferior frontal gyrus preferred name a Right inferior frontal gyrus.","The right inferior frontal gyrus is a specific type of inferior frontal gyrus, characterized by being composed of both gray and white matter. It's a regional part of the right frontal lobe, specifically the superolateral segment, which includes the triangular, opercular, and orbital parts. Notably, it differs from its left counterpart, with the preferred name being the Right inferior frontal gyrus.",llama3,10,15,9,36,8,1,8,7.0,7.0,1,1.0,,1.0,2.0,,,,,
fma,http://purl.org/sig/ont/fma/fma33455,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:dorsal_surface_of_capitate a owl:Class ;
    rdfs:label ""Dorsal surface of capitate""@en ;
    ns1:FMAID 33455 ;
    rdfs:subClassOf :subdivision_of_surface_of_capitate ;
    :preferred_name ""Dorsal surface of capitate""^^xsd:string ;
    :synonym ""Dorsal surface of capitate bone""^^xsd:string .

","dorsal surface of capitate is a type of a subdivision of surface of capitate.
dorsal surface of capitate preferred name a Dorsal surface of capitate.
dorsal surface of capitate synonym a Dorsal surface of capitate bone.","The dorsal surface of the capitate, also known as the dorsal surface of the capitate or simply the dorsal surface of the capitate bone, is a subdivision of the surface of the capitate.",llama3,3,3,6,6,1,1,1,,,1,1.0,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma59950,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:superficial_part_of_left_submandibular_gland a owl:Class ;
    rdfs:label ""Superficial part of left submandibular gland""@en ;
    ns1:FMAID 59950 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :left_submandibular_gland ],
        :superficial_part_of_submandibular_gland ;
    :preferred_name ""Superficial part of left submandibular gland""^^xsd:string .

","superficial part of left submandibular gland is a type of a superficial part of submandibular gland.
superficial part of left submandibular gland is a type of at least regional part of some a left submandibular gland.
superficial part of left submandibular gland preferred name a Superficial part of left submandibular gland.","The superficial part of the left submandibular gland, also known as the superficial part of the left submandibular gland, is a regional part of the left submandibular gland and its preferred name is indeed the ""Superficial part of left submandibular gland"".",llama3,3,6,7,9,2,1,2,1.0,1.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma16344,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:articular_facet_of_superior_articular_process_of_first_lumbar_vertebra a owl:Class ;
    rdfs:label ""Articular facet of superior articular process of first lumbar vertebra""@en ;
    ns1:FMAID 16344 ;
    rdfs:subClassOf :articular_facet_of_superior_articular_process_of_lumbar_vertebra ;
    :preferred_name ""Articular facet of superior articular process of first lumbar vertebra""^^xsd:string .

","articular facet of superior articular process of first lumbar vertebra is a type of an articular facet of superior articular process of lumbar vertebra.
articular facet of superior articular process of first lumbar vertebra preferred name a Articular facet of superior articular process of first lumbar vertebra.","The specific aspect of the uppermost joint of the first lumbar spine is similar to, and also referred to as, an articular facet of the uppermost joint of any other lumbar spine.",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma318464,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:skeletal_muscle_tissue_of_right_incisivus_labii_inferioris a owl:Class ;
    rdfs:label ""Skeletal muscle tissue of right incisivus labii inferioris""@en ;
    ns1:FMAID 318464 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :muscle_body_of_right_incisivus_labii_inferioris ],
        :skeletal_muscle_tissue_of_incisivus_labii_inferioris ;
    owl:disjointWith :skeletal_muscle_tissue_of_left_incisivus_labii_inferioris ;
    :preferred_name ""Skeletal muscle tissue of right incisivus labii inferioris""^^xsd:string .

","skeletal muscle tissue of right incisivus labii inferioris is a type of a skeletal muscle tissue of incisivus labii inferioris.
skeletal muscle tissue of right incisivus labii inferioris is a type of at least constitutional part of some a muscle body of right incisivus labii inferioris.
skeletal muscle tissue of right incisivus labii inferioris is different from a skeletal muscle tissue of left incisivus labii inferioris.
skeletal muscle tissue of right incisivus labii inferioris preferred name a Skeletal muscle tissue of right incisivus labii inferioris.","The skeletal muscle tissue found in the right incisivus labii inferioris is a specific type of skeletal muscle tissue that belongs to the same category as the skeletal muscle tissue found in the incisivus labii inferioris. It is also a part of the overall muscular structure of the right incisivus labii inferioris, and is distinct from its counterpart on the left side. The preferred name for this type of tissue is indeed ""Skeletal muscle tissue of right incisivus labii inferioris"".",llama3,4,7,8,10,2,1,2,1.0,1.0,1,1.0,,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma31753,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:first_pelvic_sacral_foramen a owl:Class ;
    rdfs:label ""First pelvic sacral foramen""@en ;
    ns1:FMAID 31753 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :first_sacral_vertebra ],
        :pelvic_sacral_foramen ;
    :preferred_name ""First pelvic sacral foramen""^^xsd:string ;
    :synonym ""First anterior sacral foramen""^^xsd:string .

","first pelvic sacral foramen is a type of a pelvic sacral foramen.
first pelvic sacral foramen is a type of at least regional part of some a first sacral vertebra.
first pelvic sacral foramen preferred name a First pelvic sacral foramen.
first pelvic sacral foramen synonym a First anterior sacral foramen.","The first pelvic sacral foramen, also known as the First anterior sacral foramen or simply referred to as the First pelvic sacral foramen, is a type of regional part that belongs to the first sacral vertebra.",llama3,4,6,8,10,2,1,2,1.0,1.0,1,1.0,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma59873,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:seromucous_acinus_of_salivary_gland a owl:Class ;
    rdfs:label ""Seromucous acinus of salivary gland""@en ;
    ns1:FMAID 59873 ;
    rdfs:subClassOf :acinus_of_salivary_gland ;
    :preferred_name ""Seromucous acinus of salivary gland""^^xsd:string ;
    :synonym ""Mixed acinus of salivary gland""^^xsd:string .

","seromucous acinus of salivary gland is a type of an acinus of salivary gland.
seromucous acinus of salivary gland preferred name a Seromucous acinus of salivary gland.
seromucous acinus of salivary gland synonym a Mixed acinus of salivary gland.","The seromucous acinus of the salivary gland is also known as a mixed acinus of the salivary gland, and its preferred name is indeed the seromucous acinus of the salivary gland itself.",llama3,3,3,6,6,1,1,1,,,1,1.0,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma41165,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:compact_bone_of_proximal_phalanx_of_left_middle_finger a owl:Class ;
    rdfs:label ""Compact bone of proximal phalanx of left middle finger""@en ;
    ns1:FMAID 41165 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :bone_of_proximal_phalanx_of_left_middle_finger ],
        :compact_bone_of_proximal_phalanx_of_middle_finger ;
    :preferred_name ""Compact bone of proximal phalanx of left middle finger""^^xsd:string .

","compact bone of proximal phalanx of left middle finger is a type of a compact bone of proximal phalanx of middle finger.
compact bone of proximal phalanx of left middle finger is a type of at least regional part of some a bone of proximal phalanx of left middle finger.
compact bone of proximal phalanx of left middle finger preferred name a Compact bone of proximal phalanx of left middle finger.","The compact bone of the proximal phalanx of the left middle finger is specifically referred to as the compact bone of the proximal phalanx of the left middle finger, and it's also a type of regional part of the bone in that area. It shares characteristics with the compact bone of the proximal phalanx of the middle finger, which is essentially the same structure but on the opposite hand.",llama3,3,6,7,9,2,1,2,1.0,1.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma50255,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:set_of_right_prevertebral_muscles a owl:Class ;
    rdfs:label ""Set of right prevertebral muscles""@en ;
    ns1:FMAID 50255 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :right_longus_capitis ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :right_psoas_major ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :right_quadratus_lumborum ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :right_psoas_minor ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :right_longus_colli ],
        :set_of_prevertebral_muscles ;
    :preferred_name ""Set of right prevertebral muscles""^^xsd:string ;
    :synonym ""Right prevertebral muscles set""^^xsd:string .

","set of right prevertebral muscles is a type of a set of prevertebral muscles.
set of right prevertebral muscles is a type of at least member some a right longus capitis.
set of right prevertebral muscles is a type of at least member some a right longus colli.
set of right prevertebral muscles is a type of at least member some a right psoas major.
set of right prevertebral muscles is a type of at least member some a right psoas minor.
set of right prevertebral muscles is a type of at least member some a right quadratus lumborum.
set of right prevertebral muscles preferred name a Set of right prevertebral muscles.
set of right prevertebral muscles synonym a Right prevertebral muscles set.","The set of right prevertebral muscles is a specific group of muscles that includes at least some members of the right longus capitis, right longus colli, right psoas major, right psoas minor, and right quadratus lumborum muscles.",llama3,8,10,8,26,6,1,6,5.0,5.0,1,1.0,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma280331,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:region_of_posterior_lens_capsule a owl:Class ;
    rdfs:label ""Region of posterior lens capsule""@en ;
    ns1:FMAID 280331 ;
    rdfs:subClassOf :region_of_lens_capsule ;
    :preferred_name ""Region of posterior lens capsule""^^xsd:string .

","region of posterior lens capsule is a type of a region of lens capsule.
region of posterior lens capsule preferred name a Region of posterior lens capsule.","The ""Region of posterior lens capsule"" is the preferred name for the region of posterior lens capsule, which is a type of region of lens capsule.",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma53819,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:epimysium_of_incisivus_labii_superioris a owl:Class ;
    rdfs:label ""Epimysium of incisivus labii superioris""@en ;
    ns1:FMAID 53819 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :muscle_body_of_incisivus_labii_superioris ],
        :fascia_of_incisivus_labii_superioris ;
    owl:disjointWith :perimysium_of_incisivus_labii_superioris ;
    :preferred_name ""Epimysium of incisivus labii superioris""^^xsd:string ;
    :synonym ""Incisivus labii superioris epimysium""^^xsd:string .

","epimysium of incisivus labii superioris is a type of a fascia of incisivus labii superioris.
epimysium of incisivus labii superioris is a type of at least constitutional part of some a muscle body of incisivus labii superioris.
epimysium of incisivus labii superioris is different from a perimysium of incisivus labii superioris.
epimysium of incisivus labii superioris preferred name a Epimysium of incisivus labii superioris.
epimysium of incisivus labii superioris synonym a Incisivus labii superioris epimysium.","The epimysium of the incisivus labii superioris is a type of fascia that belongs to this specific muscle, and it's not the same as perimysium. It's also a constitutional part of the muscle body itself. This structure has its own preferred name, which is Epimysium of incisivus labii superioris, and it can also be referred to by its synonym, Incisivus labii superioris epimysium.",llama3,5,7,9,11,2,1,2,1.0,1.0,1,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma0327142,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:synovial_plica a owl:Class ;
    rdfs:label ""Synovial plica""@en ;
    ns1:FMAID 327142 ;
    rdfs:subClassOf :anatomical_fold ;
    :preferred_name ""Synovial plica""^^xsd:string .

","synovial plica is a type of an anatomical fold.
synovial plica preferred name a Synovial plica.","Synovial Plica, which is also known as the preferred name for this anatomical fold, is indeed a type of synovial plica itself.",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma72632,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:hypoglossal_nerve_tract a owl:Class ;
    rdfs:label ""Hypoglossal nerve tract""@en ;
    ns1:FMAID 72632 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :medulla_oblongata ],
        :root_of_cranial_nerve ;
    :non_english_equivalent ""Fibrae nervi hypoglossi""^^xsd:string ;
    :preferred_name ""Hypoglossal nerve tract""^^xsd:string ;
    :synonym ""Central part of hypoglossal nerve""^^xsd:string,
        ""Hypoglossal nerve fibers""^^xsd:string,
        ""Root of hypoglossal nerve""^^xsd:string .

","hypoglossal nerve tract is a type of a root of cranial nerve.
hypoglossal nerve tract is a type of at least constitutional part of some a medulla oblongata.
hypoglossal nerve tract non English equivalent a Fibrae nervi hypoglossi.
hypoglossal nerve tract preferred name a Hypoglossal nerve tract.
hypoglossal nerve tract synonym a Central part of hypoglossal nerve.
hypoglossal nerve tract synonym a Hypoglossal nerve fibers.
hypoglossal nerve tract synonym a Root of hypoglossal nerve.","The hypoglossal nerve tract is a type of root, specifically the cranial nerve root. It's also a constitutional part of the medulla oblongata and can be referred to as the Fibrae nervi hypoglossi in non-English contexts. The preferred name for this structure is the Hypoglossal nerve tract, and it has several synonyms including the Central part of hypoglossal nerve, Hypoglossal nerve fibers, and Root of hypoglossal nerve.",llama3,7,6,9,13,2,1,2,1.0,1.0,1,1.0,3.0,,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma77946,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:trunk_of_mammary_tributary_of_axillary_vein a owl:Class ;
    rdfs:label ""Trunk of mammary tributary of axillary vein""@en ;
    ns1:FMAID 77946 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :mammary_tributary_of_axillary_vein ],
        :trunk_of_tributary_of_axillary_vein ;
    :preferred_name ""Trunk of mammary tributary of axillary vein""^^xsd:string .

","trunk of mammary tributary of axillary vein is a type of a trunk of tributary of axillary vein.
trunk of mammary tributary of axillary vein is a type of at least regional part of some a mammary tributary of axillary vein.
trunk of mammary tributary of axillary vein preferred name a Trunk of mammary tributary of axillary vein.","The trunk of the mammary tributary of the axillary vein is also known as the trunk of the mammary tributary of the axillary vein, and it's specifically a regional part of the mammary tributary of the axillary vein, with its preferred name being the Trunk of mammary tributary of axillary vein.",llama3,3,6,7,9,2,1,2,1.0,1.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma22661,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:third_part_of_axillary_artery a owl:Class ;
    rdfs:label ""Third part of axillary artery""@en ;
    ns1:FMAID 22661 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :branch ;
            owl:someValuesFrom :lateral_thoracic_artery ],
        :zone_of_axillary_artery ;
    :preferred_name ""Third part of axillary artery""^^xsd:string .

","third part of axillary artery is a type of a zone of axillary artery.
third part of axillary artery is a type of at least branch some a lateral thoracic artery.
third part of axillary artery preferred name a Third part of axillary artery.","The third part of the axillary artery is a specific region within the axillary artery, and it's also known as the terminal segment of the axillary artery. Additionally, this part of the axillary artery is at least one branch of the lateral thoracic artery, but not exclusively so - it can be any branch of the lateral thoracic artery or another similar vessel.",llama3,3,6,7,9,2,1,2,1.0,1.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma7282,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:cardiac_muscle_tissue_of_right_atrium a owl:Class ;
    rdfs:label ""Cardiac muscle tissue of right atrium""@en ;
    ns1:FMAID 7282 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :myocardium_of_right_atrium_proper ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :superficial_layer_of_myocardium_of_right_atrium ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :fibrocollagenous_connective_tissue_of_cardiac_muscle_tissue_of_right_atrium ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :cardiac_muscle_fasciculus_of_right_atrium ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :deep_layer_of_myocardium_of_right_atrium ],
        :cardiac_muscle_tissue_of_atrium ;
    owl:disjointWith :cardiac_muscle_tissue_of_left_atrium ;
    :preferred_name ""Cardiac muscle tissue of right atrium""^^xsd:string .

","cardiac muscle tissue of right atrium is a type of a cardiac muscle tissue of atrium.
cardiac muscle tissue of right atrium is a type of at least constitutional part of some a deep layer of myocardium of right atrium.
cardiac muscle tissue of right atrium is a type of at least constitutional part of some a myocardium of right atrium proper.
cardiac muscle tissue of right atrium is a type of at least constitutional part of some a superficial layer of myocardium of right atrium.
cardiac muscle tissue of right atrium is a type of at least constitutional part some a cardiac muscle fasciculus of right atrium.
cardiac muscle tissue of right atrium is a type of at least constitutional part some a fibrocollagenous connective tissue of cardiac muscle tissue of right atrium.
cardiac muscle tissue of right atrium is different from a cardiac muscle tissue of left atrium.
cardiac muscle tissue of right atrium preferred name a Cardiac muscle tissue of right atrium.","The cardiac muscle tissue found in the right atrium is a type of cardiac muscle tissue that is part of the atrial myocardium, specifically the deep layer or superficial layer of the right atrial myocardium proper. It's also composed of cardiac muscle fasciculi and fibrocollagenous connective tissue. This type of tissue is unique to the right atrium and differs from the cardiac muscle tissue found in the left atrium.",llama3,8,12,8,26,6,1,6,5.0,5.0,1,1.0,,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma51465,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:periosteum_of_distal_third_of_left_calcaneus a owl:Class ;
    rdfs:label ""Periosteum of distal third of left calcaneus""@en ;
    ns1:FMAID 51465 ;
    rdfs:subClassOf :periosteum_of_distal_third_of_calcaneus ;
    :preferred_name ""Periosteum of distal third of left calcaneus""^^xsd:string ;
    :synonym ""Periosteum of anterior part of left calcaneus""^^xsd:string .

","periosteum of distal third of left calcaneus is a type of a periosteum of distal third of calcaneus.
periosteum of distal third of left calcaneus preferred name a Periosteum of distal third of left calcaneus.
periosteum of distal third of left calcaneus synonym a Periosteum of anterior part of left calcaneus.","The periosteum of the distal third of the left calcaneus is also known as the periosteum of the distal third of the calcaneus, and its preferred name is the periosteum of the distal third of the left calcaneus. Additionally, it can be referred to synonymously as the periosteum of the anterior part of the left calcaneus.",llama3,3,3,6,6,1,1,1,,,1,1.0,1.0,,,,,,,
