fragment,text
"@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:obsolete_cryosphere rdfs:label ""obsolete cryosphere"" ;
    :definition ""A cryosphere is that part of a planet which is primarily composed of water is in solid form."" ;
    :deprecated true ;
    :term_replaced_by ""ENVO:03000144"" .

","The term ""obsolete cryosphere"" refers to a part of a planet that is mainly made up of water in its solid form. This term has been replaced by the term ""ENVO:03000144"". It is considered to be deprecated, meaning that it is no longer in use."
"
:hydrosphere rdfs:label ""hydrosphere"" ;
    :definition ""An astronomical body part which is composed of the combined mass of water found on, under, and over the surface of a planet."" ;
    :sub_class_of [ :on_property :composed_primarily_of ;
            :some_values_from :liquid_water ],
        :liquid_astronomical_body_part .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:liquid_astronomical_body_part rdfs:label ""liquid astronomical body part"" .

:liquid_water rdfs:label ""liquid water"" .

","A liquid astronomical body part known as the hydrosphere is a sub class of something that is composed primarily of a certain property. The hydrosphere specifically falls under the category of being composed primarily of liquid water. It is essentially defined as an astronomical body part that consists of the collective mass of water that is present on, under, and over the surface of a planet."
"
:pedosphere rdfs:label ""pedosphere"" ;
    :definition ""An astronomical body part which is composed of soil, subject to soil formation processes, and found on the surface of a lithosphere."" ;
    :sub_class_of [ :on_property :overlaps ;
            :some_values_from :biosphere ],
        [ :on_property :overlaps ;
            :some_values_from :atmosphere ],
        [ :on_property :overlaps ;
            :some_values_from :hydrosphere ],
        [ :on_property :composed_primarily_of ;
            :some_values_from :soil ],
        [ :on_property :overlaps ;
            :some_values_from :lithosphere ],
        :compound_astronomical_body_part .

:atmosphere rdfs:label ""atmosphere"" .

:biosphere rdfs:label ""biosphere"" .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:compound_astronomical_body_part rdfs:label ""compound astronomical body part"" .

:hydrosphere rdfs:label ""hydrosphere"" .

:lithosphere rdfs:label ""lithosphere"" .

:soil rdfs:label ""soil"" .

:overlaps rdfs:label ""overlaps"" .

","The pedosphere is a compound astronomical body part. It is classified as a sub class of this type. The pedosphere is also associated with the property of overlapping. It shares some values from the atmosphere, indicating a connection to this component. Similarly, it is also associated with the lithosphere and shares some values from it. Additionally, the pedosphere is connected to the biosphere and hydrosphere, sharing some values from both. Lastly, the pedosphere is primarily composed of soil, which undergoes soil formation processes. It is found on the surface of the lithosphere. To summarize, the pedosphere is an astronomical body part composed of soil, affected by overlapping with various components such as the atmosphere, lithosphere, biosphere, and hydrosphere."
"
:photosphere rdfs:label ""photosphere"" ;
    :definition ""An astronomical body part which is composed of those parts of a star, distal from the star's core, from which light is radiated into space."" ;
    :sub_class_of [ :on_property :part_of ;
            :some_values_from :star ],
        :astronomical_body_part .

:astronomical_body_part rdfs:label ""astronomical body part"" .

:part_of rdfs:label ""part of"" .

:star rdfs:label ""star"" .

","The photosphere is a type of astronomical body part. It is classified as belonging to the category of parts of a star that are distal from the star's core and from which light is radiated into space. This classification is based on the fact that the photosphere is considered a sub-class of both ""astronomical body part"" and ""part of"". In other words, the photosphere is a specific type of astronomical body part which is also categorized as a part of a star."
"
:planetary_photic_zone rdfs:label ""planetary photic zone"" ;
    :definition ""A planetary part which is exposed, at least periodically, to light."" ;
    :has_related_synonym ""photosphere"" ;
    :sub_class_of :astronomical_body_part .

:astronomical_body_part rdfs:label ""astronomical body part"" .

","The planetary photic zone is a subclass of astronomical body part. It is defined as a planetary part which is exposed, at least periodically, to light. Additionally, the planetary photic zone has a related synonym called photosphere."
"
:illuminated_biosphere_part rdfs:label ""illuminated biosphere part"" ;
    :definition ""An astronomical body part which includes those parts of a biosphere that are, at least periodically, illuminated and in which photosynthesis may occur."" ;
    :sub_class_of [ :on_property :part_of ;
            :some_values_from :biosphere ],
        :astronomical_body_part .

:astronomical_body_part rdfs:label ""astronomical body part"" .

:biosphere rdfs:label ""biosphere"" .

:part_of rdfs:label ""part of"" .

","An illuminated biosphere part is a subclass of an astronomical body part. Additionally, an illuminated biosphere part is a part of something and falls under the property of being part of. It can also have some values from the biosphere. In simple terms, an illuminated biosphere part refers to those parts of a biosphere that are periodically illuminated and where photosynthesis can happen."
"
:exorheic_lake rdfs:label ""exorheic lake"" ;
    :definition ""A lake from which water constantly flows out of under almost all climatic circumstances, maintaining low concentrations of dissolved solid relative to endorheic lakes."" ;
    :has_exact_synonym ""open lake"" ;
    :sub_class_of :fresh_water_body,
        :lake .

:fresh_water_body rdfs:label ""fresh water body"" .

:lake rdfs:label ""lake"" .

","An exorheic lake is a type of lake that falls under the category of lakes. It is also classified as a fresh water body. It is defined as a lake from which water consistently flows out under almost all climatic conditions, resulting in low concentrations of dissolved solids compared to endorheic lakes. Additionally, an exorheic lake is synonymous with an open lake."
"
:eaves rdfs:label ""eaves"" ;
    :definition ""A part of a building roof which overhangs the face of a wall and, normally, projects beyond the side of a building."" ;
    :sub_class_of :building_part .

:building_part rdfs:label ""building part"" .

","The eaves is a building part that is a sub class of a building part. It is defined as a part of a building roof which overhangs the face of a wall and, normally, projects beyond the side of a building."
"
:open_eaves rdfs:label ""open eaves"" ;
    :definition ""Overhanging eaves where the rafters and underside of the roof are visible from below."" ;
    :sub_class_of :eaves .

:eaves rdfs:label ""eaves"" .

",Open eaves are a subclass of eaves. They can be defined as overhanging eaves where the rafters and underside of the roof are visible from below.
"
:closed_eaves rdfs:label ""closed eaves"" ;
    :definition ""Eaves in which projecting roof members are not visible, being closed from view by boarding."" ;
    :sub_class_of :eaves .

:eaves rdfs:label ""eaves"" .

","Closed eaves are a sub class of eaves. They are eaves in which the projecting roof members are not visible, as they are closed from view by boarding."
"
:humid_air rdfs:label ""humid air"" ;
    :definition ""Air which has increased levels of water vapour."" ;
    :sub_class_of [ :on_property <http://purl.obolibrary.org/obo/envo#has_increased_levels_of> ;
            :some_values_from :water_vapour ],
        [ :on_property :has_quality ;
            :some_values_from :increased_humidity ],
        :air .

:air rdfs:label ""air"" .

:has_quality rdfs:label ""has quality"" .

:increased_humidity rdfs:label ""increased humidity"" .

:water_vapour rdfs:label ""water vapour"" .

","Humid air is a sub-class of air. It is also associated with the property of having quality and specifically having increased humidity. Humid air can be further described as having increased levels of water vapor, identified by the property http://purl.obolibrary.org/obo/envo#has_increased_levels_of. In simple terms, humid air refers to air that contains higher amounts of water vapor."
"
:water_vapour_saturated_air rdfs:label ""water vapour saturated air"" ;
    :definition ""Air which has a partial pressure of water vapour equal or near equal to its equilibrium vapor pressure at a given temperature."" ;
    :has_exact_synonym ""water-vapour-saturated air"" ;
    :has_related_synonym ""wet air"" ;
    :sub_class_of :humid_air .

:humid_air rdfs:label ""humid air"" .

","Water vapour saturated air, also known as humid air, refers to air which has a partial pressure of water vapour equal or near equal to its equilibrium vapor pressure at a given temperature. It is a sub class of humid air. Moreover, water vapour saturated air is an exact synonym for water-vapour-saturated air, and it is also related to wet air."
"
:water_based_rainfall rdfs:label ""water-based rainfall"" ;
    :definition ""A hydrological precipitation process in which atmospheric water vapour condenses to form droplets of liquid water massive enough to fall to a planetary surface due to the planet's gravity."" ;
    :has_broad_synonym ""rain fall"",
        ""rainfall"" ;
    :has_related_synonym ""rain"" ;
    :sub_class_of [ :on_property :has_participant ;
            :some_values_from :water_vapour_saturated_air ],
        [ :on_property :has_participant ;
            :some_values_from :raindrop ],
        :hydrological_precipitation_process .

:hydrological_precipitation_process rdfs:label ""hydrological precipitation process"" .

:raindrop rdfs:label ""raindrop"" .

:water_vapour_saturated_air rdfs:label ""water vapour saturated air"" .

:has_participant rdfs:label ""has participant"" .

","Water-based rainfall is a hydrological precipitation process that is a sub class of the broader hydrological precipitation process. Water-based rainfall is characterized by its participant, which is water vapour saturated air. Additionally, water-based rainfall is defined as the process in which atmospheric water vapour condenses to form droplets of liquid water that are heavy enough to fall to the planet's surface due to gravity. It is also synonymous with the terms rain fall and rainfall, and is related to the term rain."
"
:droplet rdfs:label ""droplet"" ;
    :definition ""A droplet is a small column of liquid, bounded completely or almost completely by free surfaces which maintains its shape due to the surface tension of the liquid."" ;
    :has_related_synonym ""drop"" ;
    :sub_class_of :mass_of_liquid .

:mass_of_liquid rdfs:label ""mass of liquid"" .

","A droplet, which is a small column of liquid, bounded completely or almost completely by free surfaces due to the surface tension of the liquid, is a subclass of the mass of liquid. It is also commonly referred to as a drop."
"
:raindrop rdfs:label ""raindrop"" ;
    :definition ""A droplet formed by condensation of vapour in an atmosphere and which is sufficiently massive to overcome atmospheric resistance and fall to a planetary surface due to gravity."" ;
    :sub_class_of [ :on_property :formed_as_result_of ;
            :some_values_from :condensation_process ],
        :droplet .

:condensation_process rdfs:label ""condensation process"" .

:droplet rdfs:label ""droplet"" .

:formed_as_result_of rdfs:label ""formed as result of"" .

",A raindrop is a type of droplet that is formed as a result of the condensation process. It is a sufficiently massive droplet that can overcome atmospheric resistance and fall to a planetary surface due to gravity. This means that a raindrop is formed by the condensation of vapor in an atmosphere.
"
:water_droplet rdfs:label ""water droplet"" ;
    :definition ""A droplet of water"" ;
    :equivalent_class [ :intersection_of [ :first :droplet ;
                    :rest [ ] ] ] ;
    :sub_class_of [ :on_property :composed_primarily_of ;
            :some_values_from :liquid_water ],
        :droplet .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:liquid_water rdfs:label ""liquid water"" .

:droplet rdfs:label ""droplet"" .

","A water droplet is classified as an equivalent class that is an intersection of a droplet. It is also classified as a sub class of a droplet. Additionally, it is a sub class of something that is composed primarily of and has some values from liquid water. The definition of a water droplet is a droplet of water."
"
:water_raindrop rdfs:label ""water raindrop"" ;
    :has_broad_synonym ""raindrop"" ;
    :sub_class_of :raindrop,
        :water_droplet .

:raindrop rdfs:label ""raindrop"" .

:water_droplet rdfs:label ""water droplet"" .

","A water raindrop is a type of raindrop. It is also considered a type of water droplet. Additionally, a water raindrop is synonymous with a raindrop in a broader sense."
"
:cloud_droplet rdfs:label ""cloud droplet"" ;
    :definition ""A droplet which is spherical in shape and suspended in an atmosphere, being of too small a mass to be pulled to a planetary surface by gravity."" ;
    :sub_class_of :droplet .

:droplet rdfs:label ""droplet"" .

",A cloud droplet is a type of droplet which falls under the category of droplets. It can be defined as a spherical droplet that is suspended in an atmosphere. These droplets are of such a small mass that they are unable to be pulled towards the surface of a planet by gravity.
"
:water_based_cloud_droplet rdfs:label ""water-based cloud droplet"" ;
    :definition ""A cloud droplet composed primarily of water."" ;
    :equivalent_class [ :intersection_of [ :first :cloud_droplet ;
                    :rest [ ] ] ] ;
    :has_broad_synonym ""cloud drop"",
        ""cloud droplet"" ;
    :has_exact_synonym ""water based cloud droplet"" ;
    :sub_class_of :cloud_droplet,
        :water_droplet .

:water_droplet rdfs:label ""water droplet"" .

:cloud_droplet rdfs:label ""cloud droplet"" .

","A water-based cloud droplet is an equivalent class of an intersection of a cloud droplet. It is also a subclass of both a water droplet and a cloud droplet. A water-based cloud droplet is defined as a cloud droplet primarily composed of water. It is also synonymous with a cloud drop and a cloud droplet, and has an exact synonym of water-based cloud droplet."
"
:virga rdfs:label ""virga"" ;
    :has_broad_synonym ""A process in which precipitation falls from a cloud but evaporates or sublimes before making contact with a planetary surface."" ;
    :sub_class_of [ :on_property :has_part ;
            :some_values_from :sublimation_process ],
        :hydrological_precipitation_process .

:has_part rdfs:label ""has part"" .

:hydrological_precipitation_process rdfs:label ""hydrological precipitation process"" .

:sublimation_process rdfs:label ""sublimation process"" .

","Virga is a hydrological precipitation process that falls from a cloud but evaporates or sublimes before making contact with a planetary surface. Additionally, it is also a sub class of a process that has a property of having parts and shares some values from the sublimation process."
"
:smoke rdfs:label ""smoke"" ;
    :sub_class_of [ :on_property :formed_as_result_of ;
            :some_values_from :combustion_process ],
        [ :on_property :has_part ;
            :some_values_from [ :intersection_of [ ] ] ],
        :aerosol .

:aerosol rdfs:label ""aerosol"" .

:combustion_process rdfs:label ""combustion process"" .

:formed_as_result_of rdfs:label ""formed as result of"" .

:has_part rdfs:label ""has part"" .

","Aerosol is a subclass of smoke. 
Smoke has a property called ""has part"". 
Smoke is formed as a result of a combustion process."
"
:combustion_process rdfs:label ""combustion process"" ;
    :definition ""Combustion or burning is a high-temperature exothermic redox chemical reaction between a fuel and an oxidant that produces oxidized, often gaseous products, in a mixture termed as smoke."" ;
    :sub_class_of [ :on_property :has_input ;
            :some_values_from [ :intersection_of [ ] ] ],
        [ :on_property :has_output ;
            :some_values_from :smoke ],
        [ :on_property :has_input ;
            :some_values_from [ :intersection_of [ ] ] ],
        :aerosol_formation_process,
        :thermolysis .

:aerosol_formation_process rdfs:label ""aerosol formation process"" .

:has_output rdfs:label ""has output"" .

:smoke rdfs:label ""smoke"" .

:thermolysis rdfs:label ""thermolysis"" .

:has_input rdfs:label ""has input"" .

","Thermolysis and aerosol formation process are two sub-classes of the combustion process.

The combustion process, being a type of thermolysis, involves the conversion of a fuel and an oxidant into oxidized and often gaseous products, also known as smoke.

In addition to this, the combustion process is characterized by specific properties. One such property is the presence of an input, which is required for the process to occur.

Furthermore, the combustion process also has an output, which is the smoke produced as a result of the chemical reaction between the fuel and oxidant."
"
:thermolysis rdfs:label ""thermolysis"" ;
    :definition ""A chemical decomposition (the separation of a single chemical compound into its two or more elemental parts or to simpler compounds) caused by heat."" ;
    :has_exact_synonym ""thermal decomposition"" ;
    :sub_class_of :material_transformation_process .

:material_transformation_process rdfs:label ""material transformation process"" .

","Thermolysis is a material transformation process, which refers to a chemical decomposition caused by heat. It involves the separation of a single chemical compound into its two or more elemental parts or to simpler compounds. Another term used to describe thermolysis is thermal decomposition."
"
:pyrolysis rdfs:label ""pyrolysis"" ;
    :definition ""A thermolysis process in which organic material is decomposed in the absence of oxygen."" ;
    :sub_class_of [ :on_property :has_output ;
            :some_values_from :smoke ],
        [ :on_property :occurs_in ;
            :some_values_from [ :intersection_of [ ] ] ],
        [ :on_property :has_participant ;
            :some_values_from :organic_material ],
        :aerosol_formation_process,
        :thermolysis .

:aerosol_formation_process rdfs:label ""aerosol formation process"" .

:has_output rdfs:label ""has output"" .

:has_participant rdfs:label ""has participant"" .

:occurs_in rdfs:label ""occurs in"" .

:organic_material rdfs:label ""organic material"" .

:smoke rdfs:label ""smoke"" .

:thermolysis rdfs:label ""thermolysis"" .

","Pyrolysis is a sub class of thermolysis, as well as a sub class of aerosol formation process. Pyrolysis occurs in a process and has a participant. It involves the decomposition of organic material in the absence of oxygen and produces smoke as an output."
"
:smog rdfs:label ""smog"" ;
    :definition ""A fog which is intermixed with smoke or other combustion products and their derivatives."" ;
    :sub_class_of [ :on_property :has_role ;
            :some_values_from :environmental_contaminant ],
        [ :on_property :has_part ;
            :some_values_from [ :intersection_of [ ] ] ],
        [ :on_property :composed_primarily_of ;
            :some_values_from [ :intersection_of [ ] ] ],
        :fog .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:environmental_contaminant rdfs:label ""environmental contaminant"" .

:fog rdfs:label ""fog"" .

:has_part rdfs:label ""has part"" .

:has_role rdfs:label ""has role"" .

","Smog is a type of fog that is intermixed with smoke or other combustion products and their derivatives. It is a sub class of fog, and it shares the property of having parts and roles. Additionally, smog is classified as an environmental contaminant. It is primarily composed of the aforementioned smoke and combustion products."
"
:area_of_evergreen_forest rdfs:label ""area of evergreen forest"" ;
    :alternative_term ""evergreen forest"" ;
    :definition ""An area of a planet's surface which is primarily covered by a forest in which the majority of trees maintain their foliage despite seasonal change. The surfaces of this area (including the surface of the forest canopy) are in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."" ;
    :sub_class_of [ :on_property :part_of ;
            :some_values_from [ :union_of [ ] ] ],
        [ :on_property :adjacent_to ;
            :some_values_from :atmospheric_boundary_layer ],
        :vegetated_area .

:adjacent_to rdfs:label ""adjacent to"" .

:atmospheric_boundary_layer rdfs:label ""atmospheric boundary layer"" .

:part_of rdfs:label ""part of"" .

:vegetated_area rdfs:label ""vegetated area"" .

","The area of evergreen forest is a sub class of vegetated area. It is also a part of and adjacent to other areas. Furthermore, it shares some values from the atmospheric boundary layer. The area of evergreen forest can be defined as an area of a planet's surface primarily covered by a forest where most trees maintain their foliage throughout the year despite seasonal changes. The surfaces of this area, including the forest canopy, are in contact with the atmospheric column extending from the planetary boundary layer to the planet's exosphere with minimal physical obstruction. Additionally, the area of evergreen forest can also be referred to as evergreen forest."
"
:fog rdfs:label ""fog"" ;
    :definition ""A visible mass of cloud water droplets or ice crystals suspended in the air at or near the surface of an astronomical body."" ;
    :has_related_synonym ""haar"" ;
    :sub_class_of [ :on_property :output_of ;
            :some_values_from :condensation_process ],
        [ :on_property :composed_primarily_of ;
            :some_values_from :liquid_water ],
        [ :on_property :located_in ;
            :some_values_from :atmosphere ],
        [ :on_property :has_part ;
            :some_values_from [ :union_of [ ] ] ],
        :aerosolised_liquids,
        :atmospheric_aerosol .

:aerosolised_liquids rdfs:label ""aerosolised liquids"" .

:atmosphere rdfs:label ""atmosphere"" .

:atmospheric_aerosol rdfs:label ""atmospheric aerosol"" .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:condensation_process rdfs:label ""condensation process"" .

:has_part rdfs:label ""has part"" .

:liquid_water rdfs:label ""liquid water"" .

:located_in rdfs:label ""located in"" .

:output_of rdfs:label ""output of"" .

","Aerosolised liquids and atmospheric aerosols are both sub-classes of fog. 
Fog is defined as a visible mass of cloud water droplets or ice crystals suspended in the air at or near the surface of an astronomical body. It is also synonymous with haar.
Fog is also a sub-class of ""has part"" and ""located in"", with the values ""atmosphere"".
Finally, fog is classified as the ""output of"" the condensation process and is primarily composed of liquid water."
"
:crystal rdfs:label ""crystal"" ;
    :definition ""A solid material whose constituents, such as atoms, molecules or ions, are arranged in a highly ordered microscopic structure, forming a crystal lattice that extends in all directions."" ;
    :sub_class_of [ :on_property :has_quality ;
            :some_values_from :structured ],
        :solid_environmental_material .

:has_quality rdfs:label ""has quality"" .

:solid_environmental_material rdfs:label ""solid environmental material"" .

:structured rdfs:label ""structured"" .

","Crystal is a sub class of solid environmental material. It is also a sub class of a category that has the property of having quality. Moreover, it belongs to a category that shares some values from being structured. In general, crystal is defined as a solid material that has a highly ordered microscopic structure, forming a crystal lattice that extends in all directions."
"
:water_ice_crystal rdfs:label ""water ice crystal"" ;
    :definition ""A crystal which is primarily composed of water ice."" ;
    :has_broad_synonym ""ice crystal"" ;
    :sub_class_of [ :on_property :composed_primarily_of ;
            :some_values_from :water_ice ],
        :crystal .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:crystal rdfs:label ""crystal"" .

:water_ice rdfs:label ""water ice"" .

","An ice crystal, which is primarily composed of water ice, is a specific type of crystal. It shares the property of being composed primarily of with water ice crystals. In other words, a water ice crystal is a sub class of crystal that is composed primarily of water ice. Additionally, it can be referred to as an ice crystal."
"
:hair_ice rdfs:label ""hair ice"" ;
    :definition ""A type of water ice that forms on dead wood with the assistance of the fungus Exidiopsis effusa and takes the shape of fine, silky hair."" ;
    :has_exact_synonym ""frost beard"",
        ""ice wool"" ;
    :sub_class_of [ :on_property :located_in ;
            :some_values_from :broadleaf_forest_biome ],
        :water_ice .

:broadleaf_forest_biome rdfs:label ""broadleaf forest biome"" .

:located_in rdfs:label ""located in"" .

:water_ice rdfs:label ""water ice"" .

","Hair ice is a type of water ice that forms on dead wood with the assistance of the fungus Exidiopsis effusa and takes the shape of fine, silky hair. It is a sub class of water ice. Hair ice is located in broadleaf forest biome and it can be described as frost beard or ice wool."
"
:flower_strip rdfs:label ""flower strip"" ;
    :definition ""A vegetated area which includes a community of flowering plants that provide food for local pollinators."" ;
    :sub_class_of :vegetated_area .

:vegetated_area rdfs:label ""vegetated area"" .

","A flower strip is a type of vegetated area that includes a community of flowering plants. This community of plants serves as a food source for local pollinators. Therefore, a flower strip can be defined as a vegetated area that supports the growth of flowering plants, specifically to provide nourishment for pollinators in the surrounding area."
"
:flower_rich_field_margin_strip rdfs:label ""flower-rich field margin strip"" ;
    :definition ""A flower strip which is present at the margins of cultivated fields."" ;
    :sub_class_of [ :on_property :adjacent_to ;
            :some_values_from :agricultural_field ],
        :flower_strip .

:adjacent_to rdfs:label ""adjacent to"" .

:agricultural_field rdfs:label ""agricultural field"" .

:flower_strip rdfs:label ""flower strip"" .

",A flower-rich field margin strip is a type of flower strip. It is also defined as a strip of flowers found at the edges of cultivated fields. This type of strip is adjacent to something and has some of its values taken from agricultural fields.
"
:clathrate_material rdfs:label ""clathrate material"" ;
    :definition ""A material which is primarily composed of a substance arranged as a lattice which can trap or contain other molecules."" ;
    :has_exact_synonym ""clathrate compound material"",
        ""clathrate crystal material"" ;
    :sub_class_of :crystal .

:crystal rdfs:label ""crystal"" .

","A clathrate material is a type of crystal. It is primarily composed of a substance arranged as a lattice, which allows it to trap or contain other molecules. It is also known as a clathrate compound material or clathrate crystal material."
"
:methane_clathrate rdfs:label ""methane clathrate"" ;
    :definition ""A clathrate material in which a large amount of methane is trapped within a crystal structure of water, forming a solid similar to ice."" ;
    :has_exact_synonym ""fire ice"",
        ""gas hydrate"",
        ""hydromethane"",
        ""methane hydrate"",
        ""methane ice"",
        ""natural gas hydrate"" ;
    :sub_class_of :clathrate_material .

:clathrate_material rdfs:label ""clathrate material"" .

","Methane clathrate is a clathrate material, which is a solid similar to ice, where a large amount of methane is trapped within a crystal structure of water. It is also known as fire ice, gas hydrate, hydromethane, methane hydrate, methane ice, and natural gas hydrate."
"
:coral_bleaching_process rdfs:label ""coral bleaching process"" ;
    :definition ""An environmental process in which coral expels the symbiotic algae living in its tissue as a result of stress, causing the coral to turn white."" ;
    :has_related_synonym ""coral bleaching"" ;
    :sub_class_of [ :on_property :has_participant ;
            :some_values_from :coral_reef ],
        :ecosystem_process .

:coral_reef rdfs:label ""coral reef"" .

:ecosystem_process rdfs:label ""ecosystem process"" .

:has_participant rdfs:label ""has participant"" .

","The coral bleaching process is a sub-class of an ecosystem process. It is a process that has a participant, which is a coral reef. The coral bleaching process can be defined as an environmental process where coral expels the symbiotic algae living in its tissue due to stress, resulting in the coral turning white. It is also synonymous with coral bleaching."
"
:marl rdfs:label ""marl"" ;
    :definition ""Marl is a mass of calcium carbonate derived from mollusk shells and mixed with silt and clay."" ;
    :sub_class_of [ :on_property :composed_primarily_of ;
            :some_values_from :calcium_carbonate ],
        [ :on_property :has_part ;
            :some_values_from :silt ],
        [ :on_property :has_part ;
            :some_values_from :clay ],
        :mineral_material .

:calcium_carbonate rdfs:label ""calcium carbonate"" .

:clay rdfs:label ""clay"" .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:mineral_material rdfs:label ""mineral material"" .

:silt rdfs:label ""silt"" .

:has_part rdfs:label ""has part"" .

","Marl is a mineral material that is a sub class of clay and silt. It is composed primarily of calcium carbonate. Additionally, marl is defined as a mass of calcium carbonate derived from mollusk shells and mixed with silt and clay."
"
:tropical_marine_coral_reef_biome rdfs:label ""tropical marine coral reef biome"" ;
    :definition ""A marine coral reef biome which is located in a region with a tropical climate."" ;
    :sub_class_of :marine_coral_reef_biome,
        :tropical_biome .

:marine_coral_reef_biome rdfs:label ""marine coral reef biome"" .

:tropical_biome rdfs:label ""tropical biome"" .

",The tropical marine coral reef biome is a subclass of the marine coral reef biome. It also falls under the category of tropical biome. This type of biome is defined as a marine coral reef located in a region with a tropical climate.
"
:area_of_mixed_forest rdfs:label ""area of mixed forest"" ;
    :definition ""An area of a planet's surface which is primarily covered by a forest in which the trees are a mixture between those that lose and retain their foliage despite seasonal change. The surfaces of this area (including the surface of the forest canopy) are in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."" ;
    :sub_class_of [ :on_property :adjacent_to ;
            :some_values_from :atmospheric_boundary_layer ],
        [ :on_property :overlaps ;
            :some_values_from :mixed_forest ],
        :vegetated_area .

:adjacent_to rdfs:label ""adjacent to"" .

:atmospheric_boundary_layer rdfs:label ""atmospheric boundary layer"" .

:mixed_forest rdfs:label ""mixed forest"" .

:overlaps rdfs:label ""overlaps"" .

:vegetated_area rdfs:label ""vegetated area"" .

","A vegetated area known as the area of mixed forest is a subclass of a vegetated area. It is also associated with the property of overlapping with other areas. Additionally, the area of mixed forest is classified as a subclass of a mixed forest and is adjacent to the atmospheric boundary layer. The area of mixed forest can be defined as an area on the planet's surface predominantly covered by a forest composed of trees that have a mix of foliage retention during seasonal changes. The surface of this area, including the forest canopy, is in direct contact with the atmospheric column extending from the planetary boundary layer to the planet's exosphere without significant physical obstructions."
"
:temperate_marginal_sea_biome rdfs:label ""temperate marginal sea biome"" ;
    :definition ""A marginal sea biome which is located in a region with a temperate climate."" ;
    :sub_class_of :marginal_sea_biome,
        :temperate_biome .

:marginal_sea_biome rdfs:label ""marginal sea biome"" .

:temperate_biome rdfs:label ""temperate biome"" .

",The temperate marginal sea biome is a subclass of the marginal sea biome. It is also a subclass of the temperate biome. This specific type of marginal sea biome can be defined as a biome that is located in a region with a temperate climate.
"
:temperate_mediterranean_sea_biome rdfs:label ""temperate mediterranean sea biome"" ;
    :definition ""A mediterranean sea biome which is subject to temperate climate patterns.""@en ;
    :sub_class_of :mediterranean_sea_biome .

:mediterranean_sea_biome rdfs:label ""mediterranean sea biome"" .

",The temperate Mediterranean sea biome is a sub-class of the Mediterranean sea biome. It is characterized by being subject to temperate climate patterns.
"
:marine_upwelling_biome rdfs:label ""marine upwelling biome"" ;
    :definition ""A marine biome which contains communities adapted to living in an environment determined by an upwelling process."" ;
    :sub_class_of [ :on_property :has_part ;
            :some_values_from [ :intersection_of [ ] ] ],
        :marine_biome .

:has_part rdfs:label ""has part"" .

:marine_biome rdfs:label ""marine biome"" .

","A marine upwelling biome is a sub class of the marine biome. It is characterized by the presence of communities that have adapted to the unique environment created by the upwelling process. Additionally, the marine upwelling biome is defined as a specific type of marine biome with these characteristics."
"
:tropical_marine_upwelling_biome rdfs:label ""tropical marine upwelling biome"" ;
    :definition ""A marine upwelling biome which is subject to tropical climate patterns."" ;
    :sub_class_of :marine_upwelling_biome,
        :tropical_biome .

:marine_upwelling_biome rdfs:label ""marine upwelling biome"" .

:tropical_biome rdfs:label ""tropical biome"" .

","The tropical marine upwelling biome is a sub-class of the marine upwelling biome.
It is also a sub-class of the tropical biome.
This biome, which is subject to tropical climate patterns, can be defined as a marine upwelling biome."
"
:temperate_marine_upwelling_biome rdfs:label ""temperate marine upwelling biome"" ;
    :definition ""A marine upwelling biome which is located in a region subject to temperate climate patterns."" ;
    :sub_class_of :marine_upwelling_biome,
        :temperate_biome .

:marine_upwelling_biome rdfs:label ""marine upwelling biome"" .

:temperate_biome rdfs:label ""temperate biome"" .

",The temperate marine upwelling biome is a sub class of the marine upwelling biome. It is also a sub class of the temperate biome. This biome is defined as a marine upwelling biome that is found in a region characterized by temperate climate patterns.
