ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/sig/ont/fma/FMAID,http://purl.org/sig/ont/fma/preferred_name,http://www.w3.org/2002/07/owl#disjointWith,http://purl.org/sig/ont/fma/synonym,http://purl.org/sig/ont/fma/non-English_equivalent,http://purl.org/sig/ont/fma/definition,http://www.w3.org/2002/07/owl#hasValue,http://purl.org/dc/elements/1.1/description
fma,http://purl.org/sig/ont/fma/fma56263,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:buccal_surface_layer_of_first_upper_premolar_tooth a owl:Class ;
    rdfs:label ""Buccal surface layer of first upper premolar tooth""@en ;
    ns1:FMAID 56263 ;
    rdfs:subClassOf :buccal_surface_layer_of_upper_premolar_tooth ;
    owl:disjointWith :buccal_surface_layer_of_second_upper_premolar_tooth ;
    :preferred_name ""Buccal surface layer of first upper premolar tooth""^^xsd:string ;
    :synonym ""Buccal surface layer of maxillary first premolar tooth""^^xsd:string .

","buccal surface layer of first upper premolar tooth is a type of a buccal surface layer of upper premolar tooth.
buccal surface layer of first upper premolar tooth is different from a buccal surface layer of second upper premolar tooth.
buccal surface layer of first upper premolar tooth preferred name a Buccal surface layer of first upper premolar tooth.
buccal surface layer of first upper premolar tooth synonym a Buccal surface layer of maxillary first premolar tooth.","The buccal surface layer of the first upper premolar tooth is a specific type of buccal surface layer found on an upper premolar tooth, distinct from those found on other upper premolars. It's also known as the buccal surface layer of the maxillary first premolar tooth, and its preferred name is indeed the buccal surface layer of the first upper premolar tooth.",llama3,4,4,7,7,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma277997,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:middle_colic_lymphatic_chain a owl:Class ;
    rdfs:label ""Middle colic lymphatic chain""@en ;
    ns1:FMAID 277997 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :paracolic_lymphatic_chain_of_transverse_colon ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :middle_colic_lymph_node_group ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :set_of_middle_colic_lymphatic_vessels ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :middle_colic_proper_lymphatic_chain ],
        :subdivision_of_colic_lymphatic_chain ;
    :preferred_name ""Middle colic lymphatic chain""^^xsd:string .

","middle colic lymphatic chain is a type of a subdivision of colic lymphatic chain.
middle colic lymphatic chain is a type of at least constitutional part some a middle colic lymph node group.
middle colic lymphatic chain is a type of at least constitutional part some a set of middle colic lymphatic vessels.
middle colic lymphatic chain is a type of at least regional part some a middle colic proper lymphatic chain.
middle colic lymphatic chain is a type of at least regional part some a paracolic lymphatic chain of transverse colon.
middle colic lymphatic chain preferred name a Middle colic lymphatic chain.","The Middle Colic Lymphatic Chain is a subdivision of the Colic Lymphatic Chain, and it's also a constitutional part of the Middle Colic Lymph Node Group, as well as a set of Middle Colic Lymphatic Vessels. Additionally, it serves as a regional part of both the Middle Colic Proper Lymphatic Chain and the Paracolic Lymphatic Chain of the Transverse Colon. The preferred name for this structure is indeed the Middle Colic Lymphatic Chain.",llama3,6,10,7,21,5,1.0,5.0,4.0,4.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma57512,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:crown_proper_of_lower_first_molar_tooth a owl:Class ;
    rdfs:label ""Crown proper of lower first molar tooth""@en ;
    ns1:FMAID 57512 ;
    rdfs:subClassOf :crown_proper_of_lower_molar_tooth ;
    :preferred_name ""Crown proper of lower first molar tooth""^^xsd:string ;
    :synonym ""Crown proper of mandibular first molar tooth""^^xsd:string .

","crown proper of lower first molar tooth is a type of a crown proper of lower molar tooth.
crown proper of lower first molar tooth preferred name a Crown proper of lower first molar tooth.
crown proper of lower first molar tooth synonym a Crown proper of mandibular first molar tooth.","The ""Crown proper of lower first molar tooth"" is a type of crown proper found on the lower molar tooth, and it's also referred to as the ""Crown proper of mandibular first molar tooth"".",llama3,3,3,6,6,1,1.0,1.0,,,1.0,1.0,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma59700,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:wall_of_vertical_part_of_left_inferior_lacrimal_canaliculus a owl:Class ;
    rdfs:label ""Wall of vertical part of left inferior lacrimal canaliculus""@en ;
    ns1:FMAID 59700 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :vertical_part_of_left_inferior_lacrimal_canaliculus ],
        :wall_of_vertical_part_of_inferior_lacrimal_canaliculus ;
    :preferred_name ""Wall of vertical part of left inferior lacrimal canaliculus""^^xsd:string .

","wall of vertical part of left inferior lacrimal canaliculus is a type of a wall of vertical part of inferior lacrimal canaliculus.
wall of vertical part of left inferior lacrimal canaliculus is a type of at least regional part of some a vertical part of left inferior lacrimal canaliculus.
wall of vertical part of left inferior lacrimal canaliculus preferred name a Wall of vertical part of left inferior lacrimal canaliculus.","The wall of the vertical part of the left inferior lacrimal canaliculus is specifically referred to as the ""Wall of vertical part of left inferior lacrimal canaliculus"". It's also considered a regional part of the vertical part of the left inferior lacrimal canaliculus, and it's essentially the same thing as the wall of the vertical part of the inferior lacrimal canaliculus on the left side.",llama3,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma12598,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:medullary_tributary_of_fourth_posterior_intercostal_vein a owl:Class ;
    rdfs:label ""Medullary tributary of fourth posterior intercostal vein""@en ;
    ns1:FMAID 12598 ;
    rdfs:subClassOf :medullary_tributary_of_posterior_intercostal_vein ;
    :preferred_name ""Medullary tributary of fourth posterior intercostal vein""^^xsd:string .

","medullary tributary of fourth posterior intercostal vein is a type of a medullary tributary of posterior intercostal vein.
medullary tributary of fourth posterior intercostal vein preferred name a Medullary tributary of fourth posterior intercostal vein.","The medullary tributary of the fourth posterior intercostal vein is also known as its own preferred name, which is simply ""Medullary tributary of fourth posterior intercostal vein"".",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma63190,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:metarteriole a owl:Class ;
    rdfs:label ""Metarteriole""@en ;
    ns1:FMAID 63190 ;
    rdfs:subClassOf :arteriole ;
    :preferred_name ""Metarteriole""^^xsd:string .

","metarteriole is a type of an arteriole.
metarteriole preferred name a Metarteriole.","Metarterioles are a type of arterioles, specifically referred to as Metarterioles.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma19105,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:wall_of_ductule_of_left_epididymis a owl:Class ;
    rdfs:label ""Wall of ductule of left epididymis""@en ;
    ns1:FMAID 19105 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :epithelium_of_ductule_of_left_epididymis ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :muscle_layer_of_ductule_of_left_epididymis ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :wall_of_left_epididymis ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :ductule_of_left_epididymis ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :adventitia_of_ductule_of_left_epididymis ],
        :wall_of_ductule_of_epididymis ;
    :preferred_name ""Wall of ductule of left epididymis""^^xsd:string .

","wall of ductule of left epididymis is a type of a wall of ductule of epididymis.
wall of ductule of left epididymis is a type of at least constitutional part of some a ductule of left epididymis.
wall of ductule of left epididymis is a type of at least constitutional part some a muscle layer of ductule of left epididymis.
wall of ductule of left epididymis is a type of at least constitutional part some an adventitia of ductule of left epididymis.
wall of ductule of left epididymis is a type of at least constitutional part some an epithelium of ductule of left epididymis.
wall of ductule of left epididymis is a type of at least regional part of some a wall of left epididymis.
wall of ductule of left epididymis preferred name a Wall of ductule of left epididymis.","The wall of the ductule of the left epididymis refers to a constitutional part, specifically an epithelium, muscle layer, or adventitia, that is a regional part of the wall of the left epididymis itself.",llama3,7,12,7,25,6,1.0,6.0,5.0,5.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma32981,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:proximal_epiphysis_of_distal_phalanx_of_left_fourth_toe a owl:Class ;
    rdfs:label ""Proximal epiphysis of distal phalanx of left fourth toe""@en ;
    ns1:FMAID 32981 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :distal_phalanx_of_left_fourth_toe ],
        :proximal_epiphysis_of_distal_phalanx_of_fourth_toe ;
    :preferred_name ""Proximal epiphysis of distal phalanx of left fourth toe""^^xsd:string ;
    :synonym ""Base of distal phalanx of fourth digit of left foot""^^xsd:string,
        ""Base of distal phalanx of left fourth toe""^^xsd:string .

","proximal epiphysis of distal phalanx of left fourth toe is a type of a proximal epiphysis of distal phalanx of fourth toe.
proximal epiphysis of distal phalanx of left fourth toe is a type of at least regional part of some a distal phalanx of left fourth toe.
proximal epiphysis of distal phalanx of left fourth toe preferred name a Proximal epiphysis of distal phalanx of left fourth toe.
proximal epiphysis of distal phalanx of left fourth toe synonym a Base of distal phalanx of fourth digit of left foot.
proximal epiphysis of distal phalanx of left fourth toe synonym a Base of distal phalanx of left fourth toe.","The proximal epiphysis of the distal phalanx of the left fourth toe, also known as the base of the distal phalanx of the fourth digit of the left foot or simply the base of the distal phalanx of the left fourth toe, is a type of regional part of the distal phalanx of the left fourth toe.",llama3,5,6,8,11,2,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,
fma,http://purl.org/sig/ont/fma/fma69597,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:medial_part_of_dorsal_digital_artery_of_left_fourth_toe a owl:Class ;
    rdfs:label ""Medial part of dorsal digital artery of left fourth toe""@en ;
    ns1:FMAID 69597 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :dorsal_digital_artery_of_left_fourth_toe ],
        :medial_part_of_dorsal_digital_artery_of_fourth_toe ;
    :preferred_name ""Medial part of dorsal digital artery of left fourth toe""^^xsd:string .

","medial part of dorsal digital artery of left fourth toe is a type of a medial part of dorsal digital artery of fourth toe.
medial part of dorsal digital artery of left fourth toe is a type of at least regional part of some a dorsal digital artery of left fourth toe.
medial part of dorsal digital artery of left fourth toe preferred name a Medial part of dorsal digital artery of left fourth toe.","The medial part of the dorsal digital artery of the left fourth toe, also known as the Medial part of dorsal digital artery of left fourth toe, is a specific type of regional part found in the dorsal digital arteries of the left fourth toe. It's essentially a unique and well-defined section within that particular area.",llama3,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma58269,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:sclera a owl:Class ;
    rdfs:label ""Sclera""@en ;
    ns1:FMAID 58269 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :scleral_spur ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :suprachoroid_lamina ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :wall_of_eyeball ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :sclera_proper ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :corneoscleral_part_of_sclera ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :internal_surface_of_sclera ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :external_surface_of_sclera ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :substantia_propria_of_sclera ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :uveal_part_of_sclera ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :episcleral_layer_of_eyeball ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :lamina_cribrosa_of_sclera ],
        :fibrous_layer_of_eyeball ;
    :non_english_equivalent ""Sclère""^^xsd:string ;
    :preferred_name ""Sclera""^^xsd:string .

","sclera is a type of a fibrous layer of eyeball.
sclera is a type of at least regional part of some a wall of eyeball.
sclera is a type of at least regional part some a corneoscleral part of sclera.
sclera is a type of at least regional part some a lamina cribrosa of sclera.
sclera is a type of at least regional part some a sclera proper.
sclera is a type of at least regional part some a scleral spur.
sclera is a type of at least regional part some a substantia propria of sclera.
sclera is a type of at least regional part some a suprachoroid lamina.
sclera is a type of at least regional part some an episcleral layer of eyeball.
sclera is a type of at least regional part some an external surface of sclera.
sclera is a type of at least regional part some an internal surface of sclera.
sclera is a type of at least regional part some an uveal part of sclera.
sclera non English equivalent a Sclère.
sclera preferred name a Sclera.","The sclera, also referred to as the Sclère or Sclera, is a fibrous layer that forms the outermost protective covering of the eyeball. It can be further divided into regional parts, including the corneoscleral part, lamina cribrosa, sclera proper, scleral spur, substantia propria, suprachoroid lamina, episcleral layer, external surface, internal surface, and uveal part.",llama3,14,17,8,50,12,1.0,12.0,11.0,11.0,1.0,1.0,,,1.0,,,
fma,http://purl.org/sig/ont/fma/fma55644,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:vestibular_surface_layer_of_tooth a owl:Class ;
    rdfs:label ""Vestibular surface layer of tooth""@en ;
    ns1:FMAID 55644 ;
    rdfs:subClassOf :region_of_surface_layer_of_tooth ;
    :non_english_equivalent ""Facies vestibularis dentis""^^xsd:string ;
    :preferred_name ""Vestibular surface layer of tooth""^^xsd:string ;
    :synonym ""Facies vestibularis (Dens)""^^xsd:string .

","vestibular surface layer of tooth is a type of a region of surface layer of tooth.
vestibular surface layer of tooth non English equivalent a Facies vestibularis dentis.
vestibular surface layer of tooth preferred name a Vestibular surface layer of tooth.
vestibular surface layer of tooth synonym a Facies vestibularis (Dens).","The vestibular surface layer of the tooth, also known as the facies vestibularis dentis or facies vestibularis (dens), is a region on the surface of the tooth.",llama3,4,3,7,7,1,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,
fma,http://purl.org/sig/ont/fma/fma49392,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:tendon_of_extensor_digitorum_longus_to_fourth_toe a owl:Class ;
    rdfs:label ""Tendon of extensor digitorum longus to fourth toe""@en ;
    ns1:FMAID 49392 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :dorsal_part_of_foot ],
        :tendon_of_extensor_digitorum_longus ;
    :preferred_name ""Tendon of extensor digitorum longus to fourth toe""^^xsd:string .

","tendon of extensor digitorum longus to fourth toe is a type of a tendon of extensor digitorum longus.
tendon of extensor digitorum longus to fourth toe is a type of at least constitutional part of some a dorsal part of foot.
tendon of extensor digitorum longus to fourth toe preferred name a Tendon of extensor digitorum longus to fourth toe.","The tendon of the extensor digitorum longus that connects to the fourth toe is itself, and it's also a constitutional part of some dorsal part of the foot. Its preferred name is actually ""Tendon of extensor digitorum longus to fourth toe"".",llama3,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma298920,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:head_region_of_muscle_body_of_supraspinatus a owl:Class ;
    rdfs:label ""Head region of muscle body of supraspinatus""@en ;
    ns1:FMAID 298920 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :continuous_with ;
            owl:someValuesFrom :proximal_tendon_of_supraspinatus ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :head_of_supraspinatus ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :muscle_body_of_supraspinatus ],
        [ a owl:Restriction ;
            owl:onProperty :continuous_with ;
            owl:someValuesFrom :belly_of_supraspinatus ],
        :head_region_of_muscle_body ;
    :preferred_name ""Head region of muscle body of supraspinatus""^^xsd:string .

","head region of muscle body of supraspinatus is a type of a head region of muscle body.
head region of muscle body of supraspinatus is a type of at least constitutional part of some a head of supraspinatus.
head region of muscle body of supraspinatus is a type of at least continuous with some a belly of supraspinatus.
head region of muscle body of supraspinatus is a type of at least continuous with some a proximal tendon of supraspinatus.
head region of muscle body of supraspinatus is a type of at least regional part of some a muscle body of supraspinatus.
head region of muscle body of supraspinatus preferred name a Head region of muscle body of supraspinatus.","The head region of the muscle body of the supraspinatus is essentially the same as itself, and it's also a constitutional part of the head of the supraspinatus. Furthermore, this region is continuous with the belly of the supraspinatus, and it's also connected to its proximal tendon. In essence, the head region of the muscle body of the supraspinatus is a regional part of the muscle body itself, and its preferred name is indeed the ""Head region of muscle body of supraspinatus"".",llama3,6,11,7,21,5,1.0,5.0,4.0,4.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma283209,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:internal_granular_layer_of_right_brodmann_area_7 a owl:Class ;
    rdfs:label ""Internal granular layer of right Brodmann area 7""@en ;
    ns1:FMAID 283209 ;
    rdfs:subClassOf :internal_granular_layer_of_brodmann_area_7 ;
    owl:disjointWith :internal_granular_layer_of_left_brodmann_area_7 ;
    :preferred_name ""Internal granular layer of right Brodmann area 7""^^xsd:string .

","internal granular layer of right brodmann area 7 is a type of an internal granular layer of brodmann area 7.
internal granular layer of right brodmann area 7 is different from an internal granular layer of left brodmann area 7.
internal granular layer of right brodmann area 7 preferred name a Internal granular layer of right Brodmann area 7.","The internal granular layer of the right Brodmann area 7, also known as the internal granular layer of right Brodmann area 7, is a unique entity that has its own distinct characteristics and differs from the equivalent structure on the left side of the brain. Its preferred name is indeed the Internal granular layer of right Brodmann area 7.",llama3,3,4,6,6,1,1.0,1.0,,,1.0,1.0,1.0,,,,,
fma,http://purl.org/sig/ont/fma/fma266083,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:wall_of_arachnoid_granulation a owl:Class ;
    rdfs:label ""Wall of arachnoid granulation""@en ;
    ns1:FMAID 266083 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :arachnoid_granulation ],
        :region_of_wall_of_arachnoid ;
    :preferred_name ""Wall of arachnoid granulation""^^xsd:string .

","wall of arachnoid granulation is a type of a region of wall of arachnoid.
wall of arachnoid granulation is a type of at least constitutional part of some an arachnoid granulation.
wall of arachnoid granulation preferred name a Wall of arachnoid granulation.","The wall of arachnoid granulation refers to a specific region within the wall of the arachnoid membrane, and is also considered a constitutional part of an arachnoid granulation itself. Its preferred name is indeed ""Wall of arachnoid granulation"".",llama3,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma71194,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:right_lobe_of_thymus a owl:Class ;
    rdfs:label ""Right lobe of thymus""@en ;
    ns1:FMAID 71194 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :derives_from ;
            owl:someValuesFrom :right_third_pharyngeal_pouch ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :thymus ],
        :lobe_of_thymus ;
    owl:disjointWith :left_lobe_of_thymus ;
    :preferred_name ""Right lobe of thymus""^^xsd:string ;
    :synonym ""Right thymic lobe""^^xsd:string .

","right lobe of thymus is a type of a lobe of thymus.
right lobe of thymus is a type of at least derives from some a right third pharyngeal pouch.
right lobe of thymus is a type of at least regional part of some a thymus.
right lobe of thymus is different from a left lobe of thymus.
right lobe of thymus preferred name a Right lobe of thymus.
right lobe of thymus synonym a Right thymic lobe.","The right lobe of the thymus is a type of lobe that originates from the right third pharyngeal pouch and is a regional part of the thymus, distinct from its left counterpart. Its preferred name is indeed ""Right lobe of thymus"", with the synonym being ""Right thymic lobe"".",llama3,6,9,9,15,3,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma77352,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:trunk_of_left_first_perforating_femoral_artery a owl:Class ;
    rdfs:label ""Trunk of left first perforating femoral artery""@en ;
    ns1:FMAID 77352 ;
    rdfs:subClassOf :trunk_of_first_perforating_femoral_artery ;
    :preferred_name ""Trunk of left first perforating femoral artery""^^xsd:string ;
    :synonym ""Left first perforating femoral arterial trunk""^^xsd:string .

","trunk of left first perforating femoral artery is a type of a trunk of first perforating femoral artery.
trunk of left first perforating femoral artery preferred name a Trunk of left first perforating femoral artery.
trunk of left first perforating femoral artery synonym a Left first perforating femoral arterial trunk.","The preferred name for the trunk of the left first perforating femoral artery is actually the ""Left first perforating femoral arterial trunk"", which is also known as its own name, that being the ""Trunk of left first perforating femoral artery"".",llama3,3,3,6,6,1,1.0,1.0,,,1.0,1.0,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma298262,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:posterior_surface_of_superior_angle_of_right_scapula a owl:Class ;
    rdfs:label ""Posterior surface of superior angle of right scapula""@en ;
    ns1:FMAID 298262 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :surface_of_superior_angle_of_right_scapula ],
        :posterior_surface_of_superior_angle_of_scapula ;
    owl:disjointWith :posterior_surface_of_superior_angle_of_left_scapula ;
    :preferred_name ""Posterior surface of superior angle of right scapula""^^xsd:string .

","posterior surface of superior angle of right scapula is a type of a posterior surface of superior angle of scapula.
posterior surface of superior angle of right scapula is a type of at least regional part of some a surface of superior angle of right scapula.
posterior surface of superior angle of right scapula is different from a posterior surface of superior angle of left scapula.
posterior surface of superior angle of right scapula preferred name a Posterior surface of superior angle of right scapula.","The posterior surface of the superior angle of the right scapula, also known as the posterior surface of the superior angle of the right scapula, is a specific regional part of the surface of the superior angle of the right scapula. It's distinct from its counterpart on the left side and has the preferred name ""Posterior surface of superior angle of right scapula"".",llama3,4,7,8,10,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
fma,http://purl.org/sig/ont/fma/fma275479,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:right_dorsolateral_sulcus_of_medulla_oblongata a owl:Class ;
    rdfs:label ""Right dorsolateral sulcus of medulla oblongata""@en ;
    ns1:FMAID 275479 ;
    rdfs:subClassOf :dorsolateral_sulcus_of_medulla_oblongata ;
    owl:disjointWith :left_dorsolateral_sulcus_of_medulla_oblongata ;
    :preferred_name ""Right dorsolateral sulcus of medulla oblongata""^^xsd:string .

","right dorsolateral sulcus of medulla oblongata is a type of a dorsolateral sulcus of medulla oblongata.
right dorsolateral sulcus of medulla oblongata is different from a left dorsolateral sulcus of medulla oblongata.
right dorsolateral sulcus of medulla oblongata preferred name a Right dorsolateral sulcus of medulla oblongata.","The right dorsolateral sulcus of the medulla oblongata is a specific type of dorsal lateral sulcus found on the right side of the medulla oblongata, and it's distinct from its left-sided counterpart. Its preferred name is indeed the ""Right dorsolateral sulcus of medulla oblongata"".",llama3,3,4,6,6,1,1.0,1.0,,,1.0,1.0,1.0,,,,,
